task,category,style_consistent,phrase_lo,succ_lo,n_lo,phrase_hi,succ_hi,n_hi,gap_pp,z,change
widowx_carrot_on_sponge_clean,verb synonym,False,Put the carrot on the sponge.,31.6,408,rest the carrot on the sponge,41.1,192,9.5,2.29,put -> rest
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Put the nut on the wheel.,15.6,192,Put the nut on the tire.,25.0,216,9.4,2.34,tire -> wheel
widowx_cube_on_plate_clean,preposition synonym,True,set the green cube in the plate,74.0,96,set the green cube on the plate,83.3,336,9.4,2.08,in -> on
widowx_nut_on_wheel_clean,verb synonym,False,set the grey hexagonal fastener onto the center of the rubber tire,0.0,48,Place the grey hexagonal fastener onto the center of the rubber tire.,9.4,192,9.4,2.21,place -> set
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,Take the carrot over to the ramekin and place it inside.,7.4,216,Take the carrot over to the bowl and place it inside.,16.7,48,9.3,2.02,bowl -> ramekin
widowx_eggplant_on_sponge_clean,verb synonym,True,Put the eggplant on the sponge.,73.7,384,Position the eggplant on the sponge.,82.9,240,9.2,2.67,position -> put
widowx_cube_on_plate_clean,noun/adjective synonym,False,set the green block on the plate,71.5,144,Set the green cube on the plate.,80.7,264,9.2,2.11,cube -> block
widowx_eggplant_on_sponge_clean,verb synonym,True,Put the eggplant onto the sponge.,77.4,168,Drop the eggplant onto the sponge.,86.6,216,9.2,2.35,drop -> put
widowx_eggplant_on_keyboard_clean,preposition synonym,True,set the purple eggplant onto the black keyboard,42.9,336,set the purple eggplant on the black keyboard,51.9,360,9.1,2.4,on -> onto
widowx_eggplant_on_keyboard_clean,preposition synonym,True,put the eggplant on the keyboard,12.0,192,put the eggplant onto the keyboard,20.8,120,8.9,2.11,on -> onto
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,put the red can on the black keyboard,3.7,216,put the soda can on the black keyboard,12.5,48,8.8,2.46,red -> soda
widowx_eggplant_on_sponge_clean,verb synonym,False,set the purple eggplant on the green and yellow sponge,68.6,264,Place the purple eggplant on the green and yellow sponge.,77.3,432,8.8,2.55,place -> set
widowx_carrot_on_sponge_clean,verb synonym,True,Drop the carrot onto the sponge.,23.8,480,Place the carrot onto the sponge.,32.5,480,8.8,3.01,drop -> place
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the red soda can on the black keyboard.,10.0,120,put the red coke can on the black keyboard,18.8,192,8.7,2.08,soda -> coke
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on the wheel,2.7,264,Place the nut on the wheel.,11.2,240,8.6,3.84,place -> set
widowx_nut_on_wheel_clean,verb synonym,True,Place the nut onto the wheel.,9.6,480,Put the nut onto the wheel.,18.1,72,8.5,2.17,place -> put
widowx_eggplant_on_sponge_clean,verb synonym,True,Drop the eggplant on the sponge.,74.4,168,Position the eggplant on the sponge.,82.9,240,8.5,2.09,drop -> position
widowx_pepsi_on_plate_clean,verb synonym,False,Put the Pepsi can on the plate.,36.2,480,set the pepsi can on the plate,44.8,192,8.5,2.05,put -> set
widowx_eggplant_on_sponge_clean,case/punctuation only,False,place the purple eggplant on the sponge,78.1,96,Place the purple eggplant on the sponge.,86.6,648,8.4,2.19, -> 
widowx_carrot_on_sponge_clean,verb synonym,True,Put the carrot on the sponge.,31.6,408,Position the carrot on the sponge.,40.0,240,8.4,2.16,position -> put
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the red soda can to the black keyboard.,0.0,432,relocate the red soda can to the black keyboard,8.3,24,8.3,6.01,move -> relocate
widowx_coke_can_on_keyboard_clean,verb synonym,False,Slide the red can onto the black keyboard,0.0,72,Deposit the red can onto the black keyboard.,8.3,24,8.3,2.48,deposit -> slide
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the Coke can over onto the keyboard.,4.2,216,set the coke can over onto the keyboard,12.5,48,8.3,2.26,move -> set
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on top of the wheel,0.0,72,Place the nut on top of the wheel.,8.3,24,8.3,2.48,place -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Put the gray nut onto the center of the black wheel.,0.0,48,Put the hexagonal nut onto the center of the black wheel.,8.3,48,8.3,2.04,gray -> hexagonal
widowx_coke_can_on_keyboard_clean,verb synonym,True,set the soda can on the keyboard,0.0,48,put the soda can on the keyboard,8.3,216,8.3,2.07,put -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,False,Set the grey nut into the center of the wheel.,0.0,48,set the small nut into the center of the wheel,8.3,48,8.3,2.04,grey -> small
widowx_nut_on_wheel_clean,case/punctuation only,False,Slide the little hex nut into the wheel's center.,0.0,312,slide the little hex nut into the wheel's center,8.3,48,8.3,5.13, -> 
widowx_nut_on_wheel_clean,verb synonym,True,place the nut onto the wheel,0.0,96,drop the nut onto the wheel,8.3,48,8.3,2.87,drop -> place
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,place the small plate on the green cube,0.0,120,place the yellow plate on the green cube,8.3,24,8.3,3.18,small -> yellow
widowx_nut_on_wheel_clean,noun/adjective synonym,True,placed the round nut on the tire,0.0,48,put the round nut on the tire,8.3,24,8.3,2.03,placed -> put
widowx_nut_on_wheel_clean,verb synonym,True,Grab the nut and place it on the black wheel.,0.0,48,Grab the nut and put it on the black wheel.,8.3,48,8.3,2.04,place -> put
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Place the small plate on the green cube.,0.0,264,place the yellow plate on the green cube,8.3,24,8.3,4.71,small -> yellow
widowx_nut_on_wheel_clean,noun/adjective synonym,True,set the gray nut onto the center of the rubber wheel,0.0,96,set the hexagonal nut onto the center of the rubber wheel,8.3,48,8.3,2.87,gray -> hexagonal
widowx_nut_on_plate_clean,verb synonym,True,set the nut on the plate,29.9,264,put the nut on the plate,38.2,288,8.3,2.05,put -> set
widowx_coke_can_on_keyboard_clean,verb synonym,False,Slide the red can onto the black keyboard,0.0,72,put the red can onto the black keyboard.,8.3,48,8.3,2.49,slide -> put
widowx_coke_can_on_wheel_clean,verb synonym,False,set the coke can on the wheel,8.3,168,Place the Coke can on the wheel.,16.7,408,8.3,2.6,place -> set
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the soda can on the keyboard,0.0,48,Put the soda can on the keyboard.,8.3,48,8.3,2.04,put -> set
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Put the can on the wheel.,0.0,48,Put the Coke on the wheel.,8.3,24,8.3,2.03,coke -> can
widowx_coke_can_on_wheel_clean,noun/adjective synonym,False,put the can on the wheel,0.0,48,Put the Coke on the wheel.,8.3,24,8.3,2.03,coke -> can
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the beverage can on the keyboard.,0.0,96,put the red can on the keyboard,8.3,120,8.3,2.9,beverage -> red
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the beverage can on the keyboard.,0.0,96,Put the soda can on the keyboard.,8.3,48,8.3,2.87,beverage -> soda
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,put the soda can on the keyboard,8.3,216,Put the Coke can on the keyboard.,16.7,72,8.3,2.0,coke -> soda
widowx_coke_can_on_keyboard_clean,verb synonym,False,pick up the red can and put it on the keyboard,0.0,48,Pick up the red can and set it on the keyboard.,8.3,24,8.3,2.03,set -> put
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the red soda can to the black keyboard.,0.0,432,set the red soda can to the black keyboard,8.3,24,8.3,6.01,move -> set
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the red soda can to the black keyboard.,0.0,432,Relocate the red soda can to the black keyboard.,8.3,24,8.3,6.01,move -> relocate
widowx_coke_can_on_keyboard_clean,preposition synonym,True,Move the red soda can to the black keyboard.,0.0,432,Move the red soda can onto the black keyboard.,8.3,24,8.3,6.01,onto -> to
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the red Coke can to the keyboard.,0.0,72,Transfer the red Coke can to the keyboard.,8.3,72,8.3,2.5,move -> transfer
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the beverage can on the keyboard.,0.0,96,put the soda can on the keyboard,8.3,216,8.3,2.91,beverage -> soda
widowx_eggplant_on_keyboard_clean,verb synonym,False,Put the purple eggplant onto the black keyboard.,34.6,312,set the purple eggplant onto the black keyboard,42.9,336,8.2,2.15,put -> set
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on the wheel there,2.8,72,Put the nut on the wheel there.,11.0,336,8.2,2.16,put -> set
widowx_cube_on_plate_clean,preposition synonym,True,Move the green block to the yellow plate.,70.5,312,Move the green block onto the yellow plate.,78.7,216,8.2,2.11,onto -> to
widowx_nut_on_plate_clean,verb synonym,False,Lay the nut onto the plate,32.7,312,Put the nut onto the plate.,40.9,264,8.2,2.04,lay -> put
widowx_nut_on_wheel_clean,verb synonym,True,Position the nut on the wheel.,3.1,96,Place the nut on the wheel.,11.2,240,8.1,2.36,place -> position
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Place the gray hexagonal fastener onto the center of the rubber tire.,1.4,144,Place the grey hexagonal fastener onto the center of the rubber tire.,9.4,192,8.0,3.06,gray -> grey
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Placed the round nut on the tire.,4.6,216,Put the round nut on the tire.,12.5,48,7.9,2.07,placed -> put
widowx_small_plate_on_green_cube_clean,preposition synonym,True,set the plate on the green cube,0.4,240,set the plate onto the green cube,8.3,48,7.9,3.83,on -> onto
widowx_nut_on_wheel_clean,noun/adjective synonym,True,set the nut on the wheel,2.7,264,set the nut on the tire,10.4,48,7.8,2.57,tire -> wheel
widowx_nut_on_wheel_clean,verb synonym,False,set the small metal nut to the wheel,0.0,72,Move the small metal nut to the wheel.,7.7,312,7.7,2.43,move -> set
widowx_nut_on_wheel_clean,verb synonym,True,place the nut onto the wheel,0.0,96,set the nut onto the wheel,7.6,144,7.6,2.77,place -> set
widowx_nut_on_wheel_clean,verb synonym,False,Grab the nut and put it on the wheel.,2.2,312,grab the nut and place it on the wheel,9.7,72,7.5,3.05,put -> place
widowx_cube_on_plate_clean,verb synonym,False,put the green cube on the plate,73.2,384,Set the green cube on the plate.,80.7,264,7.5,2.21,set -> put
widowx_small_plate_on_green_cube_clean,verb synonym,True,put the yellow plate on the green cube,0.8,120,place the yellow plate on the green cube,8.3,24,7.5,2.35,place -> put
widowx_nut_on_plate_clean,verb synonym,True,Drop the nut on the plate,33.3,312,Place the nut on the plate,40.7,432,7.4,2.06,drop -> place
widowx_orange_juice_on_plate_clean,slight restructure,True,put orange juice on plate,28.9,864,put the orange juice on the plate,36.2,240,7.3,2.18,reorder/determiners
widowx_eggplant_on_sponge_clean,verb synonym,False,Put the eggplant on the sponge.,73.7,384,set the eggplant on the sponge,80.9,288,7.2,2.19,put -> set
widowx_carrot_on_sponge_clean,verb synonym,False,Put the carrot on the sponge.,31.6,408,set the carrot on the sponge,38.8,312,7.2,2.0,put -> set
widowx_nut_on_wheel_clean,verb synonym,True,place the nut onto the wheel,0.0,96,put the nut onto the wheel,6.9,72,6.9,2.62,place -> put
widowx_carrot_on_sponge_clean,verb synonym,True,Move the carrot onto the sponge.,26.0,624,Place the carrot onto the sponge.,32.5,480,6.5,2.38,move -> place
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Place the small plate on top of the green cube.,0.0,216,Place the small dish on top of the green cube.,6.2,48,6.2,3.7,dish -> plate
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Move the red soda can to the black keyboard.,0.0,432,Move the red coke can to the black keyboard.,6.2,48,6.2,5.21,coke -> soda
widowx_coke_can_on_keyboard_clean,verb synonym,False,Slide the red can onto the black keyboard,0.0,72,Place the red can onto the black keyboard.,6.2,96,6.2,2.16,place -> slide
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,place the small plate on top of the green cube,0.0,72,Place the small dish on top of the green cube.,6.2,48,6.2,2.15,dish -> plate
widowx_coke_can_on_wheel_clean,case/punctuation only,False,Rest that can on the wheel.,0.0,216,rest that can on the wheel,6.2,48,6.2,3.7, -> 
widowx_cube_on_plate_clean,slight restructure,True,put the green cube on the plate,73.2,384,put green cube on plate,79.2,816,6.0,2.31,reorder/determiners
widowx_pepsi_on_plate_clean,verb synonym,True,Place the Pepsi can on the plate.,30.2,576,Put the Pepsi can on the plate.,36.2,480,6.0,2.08,place -> put
widowx_carrot_on_sponge_clean,verb synonym,True,Put the carrot on the sponge.,31.6,408,Place the carrot on the sponge.,37.6,768,6.0,2.05,place -> put
widowx_nut_on_wheel_clean,slight restructure,True,set the nut on the wheel,2.7,264,set nut on wheel,8.3,144,5.7,2.6,reorder/determiners
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,put the red can on the black keyboard,3.7,216,Put the red can on the black keyboard.,9.4,96,5.7,2.04, -> 
widowx_coke_can_on_keyboard_clean,verb synonym,False,put the red can on the black keyboard,3.7,216,Place the red can on the black keyboard.,9.4,96,5.7,2.04,place -> put
widowx_small_plate_on_green_cube_clean,case/punctuation only,False,put the small plate on top of the green cube,0.0,72,Put the small plate on top of the green cube.,5.6,216,5.6,2.04, -> 
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,stack the small plate on top of the green cube,0.0,72,Put the small plate on top of the green cube.,5.6,216,5.6,2.04,put -> stack
widowx_small_plate_on_green_cube_clean,verb synonym,True,Place the small plate on top of the green cube.,0.0,216,Put the small plate on top of the green cube.,5.6,216,5.6,3.51,place -> put
widowx_small_plate_on_green_cube_clean,verb synonym,False,place the small plate on top of the green cube,0.0,72,Put the small plate on top of the green cube.,5.6,216,5.6,2.04,put -> place
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Stack the small plate on top of the green cube.,0.0,168,Put the small plate on top of the green cube.,5.6,216,5.6,3.1,put -> stack
widowx_nut_on_wheel_clean,preposition synonym,True,set the nut on the wheel,2.7,264,set the nut onto the wheel,7.6,144,5.0,2.34,on -> onto
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Place the shallow yellow dish on top of the teal block.,2.0,408,Place the pale yellow dish on top of the teal block.,6.5,432,4.5,3.23,pale -> shallow
widowx_coke_can_on_keyboard_clean,slight restructure,True,Put the beverage can on the keyboard.,0.0,96,Please put the beverage can on the keyboard.,4.2,72,4.2,2.02,reorder/determiners
widowx_nut_on_wheel_clean,noun/adjective synonym,False,Move the nut to the wheel.,0.0,192,attach the nut to the wheel,4.2,24,4.2,2.83,move -> attach
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the beverage can on the keyboard.,0.0,96,Put the red can on the keyboard.,4.2,48,4.2,2.01,beverage -> red
widowx_nut_on_wheel_clean,preposition synonym,True,place the nut onto the wheel,0.0,96,place the nut on the wheel,4.2,48,4.2,2.01,on -> onto
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Stack the small plate on top of the green cube.,0.0,168,stack the yellow plate on top of the green cube,4.2,24,4.2,2.65,small -> yellow
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Place the gray hexagonal fastener directly onto the center of the rubber tire.,1.9,264,Place the grey hexagonal fastener directly onto the center of the rubber tire.,6.1,360,4.2,2.56,gray -> grey
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Stack the small plate on the green block.,0.0,288,set the small plate on the green block,4.2,48,4.2,3.47,stack -> set
widowx_coke_can_on_keyboard_clean,verb synonym,True,Shift the red can over so it rests on the keyboard.,0.0,144,Move the red can over so it rests on the keyboard.,4.2,48,4.2,2.46,move -> shift
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Rest that can on the wheel.,0.0,216,Rest the can on the wheel.,4.2,24,4.2,3.01,that -> the
widowx_nut_on_wheel_clean,verb synonym,False,place the nut onto the wheel,0.0,96,Drop the nut onto the wheel.,4.2,120,4.2,2.02,drop -> place
widowx_coke_can_on_wheel_clean,verb synonym,True,Rest that can on the wheel.,0.0,216,Put that can on the wheel.,4.2,24,4.2,3.01,put -> rest
widowx_eggplant_on_keyboard_clean,case/punctuation only,False,Take that eggplant over to the keyboard and set it there.,0.0,192,take that eggplant over to the keyboard and set it there,4.2,24,4.2,2.83, -> 
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Grab the small plate and set it on the green cube.,0.0,144,grab the yellow plate and set it on the green cube,4.2,24,4.2,2.46,small -> yellow
widowx_small_plate_on_green_cube_clean,verb synonym,True,Place the small plate on the green cube.,0.0,264,Move the small plate on the green cube.,4.2,24,4.2,3.32,move -> place
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Stack the small plate on the green cube.,0.0,96,Move the small plate on the green cube.,4.2,24,4.2,2.01,move -> stack
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Place the small plate on top of the green cube.,0.0,216,Place the yellow plate on top of the green cube.,4.2,48,4.2,3.01,small -> yellow
widowx_small_plate_on_green_cube_clean,verb synonym,False,place the small plate on the green cube,0.0,120,Move the small plate on the green cube.,4.2,24,4.2,2.24,move -> place
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Put the small dish on top of the green block.,1.2,336,Put the small dish on top of the green cube.,5.0,120,3.8,2.45,block -> cube
widowx_coke_can_on_wheel_clean,preposition synonym,True,Place the red soda can directly in the center of the black rubber tire.,0.5,216,Place the red soda can directly inside the center of the black rubber tire.,3.8,264,3.3,2.42,in -> inside
widowx_small_plate_on_green_cube_clean,slight restructure,False,put small plate on green cube,0.0,720,Put the small plate on the green cube.,3.1,96,3.1,4.75,reorder/determiners
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,put small plate on green cube,0.0,720,put small dish on green cube,3.1,96,3.1,4.75,dish -> plate
widowx_small_plate_on_green_cube_clean,verb synonym,True,Place the small plate on the green cube.,0.0,264,Put the small plate on the green cube.,3.1,96,3.1,2.88,place -> put
widowx_small_plate_on_green_cube_clean,verb synonym,True,Place the small plate on the green cube.,0.0,264,Set the small plate on the green cube.,2.8,216,2.8,2.73,place -> set
widowx_small_plate_on_green_cube_clean,slight restructure,True,Grab the tiny plate and put it on the green cube.,0.0,168,"Grab the tiny plate and put it on the green cube, please.",2.8,216,2.8,2.18,reorder/determiners
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Set the tiny plate on the green cube.,0.0,456,Set the small plate on the green cube.,2.8,216,2.8,3.58,small -> tiny
widowx_small_plate_on_green_cube_clean,verb synonym,True,put small plate on green cube,0.0,720,set small plate on green cube,2.1,144,2.1,3.88,put -> set
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Stack the small plate onto the green block.,0.0,264,put the small plate onto the green block,2.1,48,2.1,2.35,stack -> put
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Stack the small plate on the green block.,0.0,288,put the small plate on the green block,2.1,48,2.1,2.45,stack -> put
widowx_small_plate_on_green_cube_clean,case/punctuation only,False,Put the small plate onto the green block.,0.0,192,put the small plate onto the green block,2.1,48,2.1,2.0, -> 
widowx_small_plate_on_green_cube_clean,preposition synonym,False,Put the small plate onto the green block.,0.0,192,put the small plate on the green block,2.1,48,2.1,2.0,onto -> on
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Set the tiny plate on the green cube.,0.0,456,set the yellow plate on the green cube,1.7,120,1.7,2.76,tiny -> yellow
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Stack the small plate onto the green block.,0.0,264,Move the small plate onto the green block.,1.6,192,1.6,2.04,move -> stack
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,True,Stack the small plate on the green block.,0.0,288,Put the small plate on the green block.,1.4,72,1.4,2.0,put -> stack
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Set the tiny plate on the green cube.,0.0,456,set the small plate on the green cube,1.0,96,1.0,2.18,tiny -> small
widowx_small_plate_on_green_cube_clean,slight restructure,True,put small plate on green cube,0.0,720,put the small plate on the green cube,0.6,168,0.6,2.07,reorder/determiners
