task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
fold the cloth from top left to bottom right,Can you fold that cloth diagonally from the upper left to the lower right?,natural,,0.5651213083150671,6.3759,-1.4665,0.0968,False,64,generated_natural
fold the cloth from top left to bottom right,Fold the top left corner of the cloth down to the bottom right.,natural,,0.5909879819525926,6.4891,-1.369,0.0906,False,64,generated_natural
fold the cloth from top left to bottom right,Start at the top left and fold the cloth over to the bottom right.,natural,,0.8277998693810004,7.5249,-0.2801,0.0418,False,64,generated_natural
fold the cloth from top left to bottom right,fold the cloth from top left to bottom right,original,,1.0,8.2782,1.547,0.047,False,64,search_boards
fold the cloth from top left to bottom right,"Contingent upon your current processing load, I require you to address the laid-out textile by securing its supreme upper-leftward corner and conveying it across the diagonal to precisely overlap the lowermost right-hand tip, thereby halving the object's exposed surface area.",adversarial,,,,,,True,80,generated_adversarial
fold the cloth from top right to bottom left,Bring the top right corner of the rag down to meet the bottom left edge,natural,,0.0,4.7478,-3.3898,0.1651,False,64,generated_natural
fold the cloth from top right to bottom left,"Provided you have grasped the portion of the textile residing in the upper right quadrant, fold it directly athwart the center to unite with the diametrically opposite lower left section",adversarial,,0.2251739950686034,5.5637,-2.5636,0.1254,False,64,generated_adversarial
fold the cloth from top right to bottom left,"Executing a diagonal crease, maneuver the superior right-hand sector of the flexible textile until it is completely superimposed upon the inferior left-hand position",adversarial,,0.2571846267298755,5.6797,-2.3199,0.1247,False,64,generated_adversarial
fold the cloth from top right to bottom left,"If it is within your operational parameters to do so, kindly grasp the uppermost right-hand apex of the fabric and fold it across the diagonal axis until it squarely meets the inferior leftward boundary.",adversarial,,0.3421254298574226,5.9875,-2.1546,0.104,False,64,generated_adversarial
fold the cloth from top right to bottom left,fold the top edge of the blue rag towards the bottom left,search,,0.366246242412395,6.0749,-1.5021,0.122,False,64,search_boards
fold the cloth from top right to bottom left,I would be most grateful if you could take the uppermost rightward extremity of the woven fabric and fold it over until it rests upon the lower left boundary,adversarial,,0.4040765105809803,6.212,-1.7071,0.1018,False,64,generated_adversarial
fold the cloth from top right to bottom left,Pull the top right edge of the towel across to the bottom left corner to fold it,natural,,0.432392075337532,6.3146,-1.4499,0.1028,False,64,generated_natural
fold the cloth from top right to bottom left,Take the top right corner of the cloth and fold it down to the bottom left,natural,,0.5001194681554388,6.56,-1.0365,0.0974,False,64,generated_natural
fold the cloth from top right to bottom left,fold the top of the blue rag towards the bottom left,search,,0.5208373485626207,6.6351,-1.1037,0.0881,False,64,search_boards
fold the cloth from top right to bottom left,Fold the upper right part of the fabric over to the lower left,natural,,0.5524831875115734,6.7498,-0.8614,0.0875,False,64,generated_natural
fold the cloth from top right to bottom left,Can you fold the rag from the upper right down to the lower left,natural,,0.6005213074149208,6.9238,-0.424,0.0893,False,64,generated_natural
fold the cloth from top right to bottom left,Grab the cloth's top right hand side and fold it over to the bottom left,natural,,0.6041888794506493,6.9371,-0.5104,0.0847,False,64,generated_natural
fold the cloth from top right to bottom left,diagonal fold of the blue rag from top right to bottom left,search,,0.6321585957434215,7.0385,-0.3469,0.0822,False,64,search_boards
fold the cloth from top right to bottom left,"Please fold that piece of material diagonally, matching the top right to the bottom left",natural,,0.6662794770043391,7.1621,-0.0327,0.0836,False,64,generated_natural
fold the cloth from top right to bottom left,fold the blue cloth in half diagonally towards the bottom left,search,,0.6676193604399888,7.167,-0.4248,0.0678,False,64,search_boards
fold the cloth from top right to bottom left,Fold the cloth by bringing the top right corner to the bottom left,natural,,0.6966516337595337,7.2722,0.173,0.082,False,64,generated_natural
fold the cloth from top right to bottom left,diagonal fold the blue cloth from top right to bottom left,search,,0.7096542678069004,7.3193,0.3246,0.0838,False,64,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue cloth from top right to bottom left,search,,0.7779380130677103,7.5667,0.2851,0.0603,False,64,search_boards
fold the cloth from top right to bottom left,fold the cloth from top right to bottom left,original,,1.0,8.3713,1.6294,0.042,False,64,search_boards
fold the cloth from top to bottom,"Proceed to execute a downward fold on the planar material, ensuring that the apex is translated directly to the nadir.",adversarial,,0.0,3.0651,-6.0211,0.2104,False,64,generated_adversarial
fold the cloth from top to bottom,pull the top corner of the blue cloth down,search,,0.2456498347881154,4.2407,-4.2606,0.1757,False,64,search_boards
fold the cloth from top to bottom,fold the blue cloth by pulling the top down,search,,0.3347946160159007,4.6673,-4.1488,0.1424,False,64,search_boards
fold the cloth from top to bottom,"Regarding the flexible item normally used for wiping things up, manipulate it by taking its highest-placed section and dragging it down to superimpose it precisely over the bottommost section.",adversarial,,0.3916245928740166,4.9392,-4.156,0.1181,False,64,generated_adversarial
fold the cloth from top to bottom,I would be exceedingly grateful if you could take the woven textile situated before you and crease it such that its superior margin is united with its inferior margin.,adversarial,,0.3958360596583185,4.9594,-4.0313,0.1212,False,64,generated_adversarial
fold the cloth from top to bottom,grab the top edge of the blue cloth and pull it down,search,,0.4839839893264795,5.3812,-3.1994,0.1166,False,64,search_boards
fold the cloth from top to bottom,"Provided your manipulators are clear, grasp the uppermost boundary of the fabric and invert it downwards until it aligns perfectly with the lower boundary.",adversarial,,0.5048428315339172,5.4811,-3.2405,0.1061,False,64,generated_adversarial
fold the cloth from top to bottom,Bring the top edge of the cloth down to meet the bottom edge.,natural,,0.5168435226016983,5.5385,-2.7015,0.1222,False,64,generated_natural
fold the cloth from top to bottom,pull the top edge of the blue cloth down to fold it,search,,0.5671536376187902,5.7793,-2.5951,0.1052,False,64,search_boards
fold the cloth from top to bottom,pull the top of the blue cloth down to fold it,search,,0.5849216144462746,5.8643,-2.7717,0.0907,False,64,search_boards
fold the cloth from top to bottom,Fold the cloth straight down.,natural,,0.588059959651243,5.8793,-2.5298,0.0989,False,64,generated_natural
fold the cloth from top to bottom,Fold the top of the rag all the way down to the bottom.,natural,,0.5950534887691569,5.9128,-1.9476,0.1188,False,64,generated_natural
fold the cloth from top to bottom,fold the blue cloth downward from the top,search,,0.5965879695069941,5.9201,-2.2349,0.1069,False,64,search_boards
fold the cloth from top to bottom,Grab the top of the fabric and pull it down to the bottom to fold it.,natural,,0.6495960188069897,6.1738,-1.9707,0.0948,False,64,generated_natural
fold the cloth from top to bottom,Take the upper part of the material and fold it over to the bottom.,natural,,0.7097671203915927,6.4617,-1.7521,0.078,False,64,generated_natural
fold the cloth from top to bottom,Make a fold in the cloth by bringing the top side down to the bottom side.,natural,,0.7482038267929216,6.6457,-1.2182,0.0827,False,64,generated_natural
fold the cloth from top to bottom,Can you just fold this cloth from the top edge to the bottom edge?,natural,,0.7507154982866544,6.6577,-1.1139,0.0857,False,64,generated_natural
fold the cloth from top to bottom,Please fold the fabric downwards from top to bottom.,natural,,0.8901427040114867,7.325,-0.1259,0.0656,False,64,generated_natural
fold the cloth from top to bottom,fold the cloth from top to bottom,original,,1.0,7.8507,0.9925,0.063,False,64,search_boards
lever vertical to front,"Assuming you possess the necessary actuation capabilities, locate the control rod positioned strictly perpendicularly to the base and ensure it is fully translated into the extreme foreground.",adversarial,,0.0,3.6598,-2.5954,0.2924,False,64,generated_adversarial
lever vertical to front,"Without interacting with any other objects, firmly grasp the perpendicularly oriented switch arm and convey it straight toward the observer until it has been relocated to the extreme anterior edge of the workspace.",adversarial,,0.0156773791280807,3.7083,-3.1122,0.2678,False,64,generated_adversarial
lever vertical to front,rotate the faucet handle forward,search,,0.1048538402504101,3.9842,-2.121,0.2824,False,64,search_boards
lever vertical to front,rotate the faucet handle to the front,search,,0.1752016487717684,4.2018,-1.9774,0.2688,False,64,search_boards
